ID,RiskScore
0,32.631555276126576
1,52.24000371551706
2,29.796967490944056
3,33.71063019922117
4,33.45905900389012
5,72.06984756388233
6,29.95890497785554
7,29.92014084601074
8,36.81412623783076
9,62.78041954803162
10,32.35310129420073
11,31.478885746084828
12,64.43841821729843
13,35.64773930838096
14,34.5578311978356
15,61.122101088065804
16,21.90825309130419
17,33.63580330099326
18,63.47518270924452
19,67.59467564986376
20,73.47508533108744
21,32.2528526764258
22,70.80972809420605
23,41.91537519592062
24,47.880753471949404
25,26.90610636647439
26,29.986832418091538
27,26.576267148973287
28,55.05723916587563
29,77.03076209403339
30,30.129982283146504
31,67.10331905125027
32,30.995054887146082
33,28.51079147584501
34,38.624170899409776
35,37.384548997015784
36,67.77585535287331
37,56.300212596707254
38,50.950667804391244
39,72.78888235522432
40,72.03753043189177
41,42.97006061924954
42,80.08043880296141
43,20.89832286867427
44,54.45820876016337
45,29.597175903898872
46,35.7982631942909
47,69.60334391797774
48,29.608427873423764
49,38.943209096458716
50,65.82484407681154
51,60.36599710359265
52,42.46870762436852
53,26.327734139708312
54,32.840826833610166
55,40.09711809606638
56,71.2891390981717
57,35.786407217081845
58,43.622324543994594
59,59.25619409890028
60,65.52721164418149
61,46.56526469886417
62,31.436780836553638
63,89.50619101008165
64,27.599071152459558
65,33.17444480033778
66,60.76150271451884
67,65.98753869977777
68,38.3030790524394
69,70.16868597998514
70,33.341124127790366
71,39.85048197790134
72,45.486800736548005
73,54.637122378448524
74,48.63368180183575
75,67.71186607894602
76,68.66619660206602
77,23.456882210525194
78,53.08286595091745
79,59.16551136659514
80,69.6541972719901
81,49.1379517087084
82,58.53373556606353
83,33.240240648567536
84,69.38806801532742
85,75.33069346358066
86,59.71897202314763
87,25.977496033845867
88,37.080830197443404
89,67.7327599299792
90,35.31095244233843
91,42.728297837562835
92,40.072482335086946
93,31.15333081050308
94,42.97835804211759
95,37.53127092663313
96,33.99087863861173
97,70.82613362263187
98,40.173876219505885
99,67.23332219379195
100,31.369583644209754
101,34.19794305837827
102,68.01126972558673
103,73.49737970975225
104,31.941164652253477
105,76.80526393217265
106,75.6726484131545
107,71.25085973112841
108,35.60474391659632
109,72.48823019351808
110,51.16997278613458
111,69.43506711857158
112,76.07708195243727
113,61.84518898181382
114,69.05908694956857
115,31.193755488017317
116,70.19909041878095
117,52.878235466986055
118,42.10720844081921
119,42.00352846343999
120,21.91445794225224
121,76.3324944577948
122,33.29451730367187
123,52.221485120426635
124,32.985014385780644
125,58.359908033006334
126,20.919606639589304
127,29.780255360911227
128,33.823075774973816
129,66.26228682311599
130,30.829517695722146
131,69.91925990971909
132,73.74498474989782
133,77.95257331901344
134,22.98129701913099
135,37.69994821846872
136,23.40098188767702
137,44.12624716796968
138,30.940165295342425
139,50.5263511713642
140,40.64130983311448
141,39.04691021623917
142,27.636666679016756
143,26.1365815771464
144,63.99354131966943
145,30.827270694765005
146,49.94414272446416
147,61.04450623547423
148,67.26792250431431
149,68.98131226854862
150,42.04296233436294
151,31.62251627994233
152,76.14413594220646
153,47.7108880975115
154,62.7684685124736
155,31.94909080399198
156,68.623307949329
157,64.1843989653757
158,68.16492350840822
159,73.79396181741363
160,32.68961503621945
161,37.888956214290786
162,71.49790015061849
163,38.334246186718204
164,42.88580991195745
165,51.477245256556174
166,37.80930870259586
167,36.17418585822129
168,33.95276256750044
169,31.26222834660844
170,38.352417620783356
171,50.80110105388344
172,68.6579954555386
173,47.3222050689114
174,30.010988285237957
175,61.83907499252605
176,49.7519277318665
177,42.78107227311962
178,57.877371262952195
179,71.14575963271314
180,46.731909934235276
181,31.605581148226022
182,59.88276351731152
183,71.23193050631785
184,75.00375459109314
185,66.02124934697754
186,71.07086224227938
187,55.500931743201775
188,35.81654000924432
189,25.05005393152574
190,30.713729438739804
191,70.98428303168153
192,53.312406749155755
193,30.725630094883357
194,70.62325987963818
195,26.153624739685668
196,33.28911938511415
197,62.728858939245086
198,60.55268807914804
199,38.39533565546522
200,30.58692899984858
201,54.76104070128754
202,33.7029473168695
203,34.36329564667581
204,70.2081858140486
205,58.93308876514898
206,69.03155199093858
207,38.74790522156805
208,49.278081636056825
209,56.98812893758118
210,31.578084703029575
211,29.600825984587985
212,75.42388503146181
213,65.17441950705366
214,41.33060699174207
215,58.6843509584473
216,59.579091778509294
217,62.14443171746866
218,50.62687881606003
219,31.614781054548487
220,33.231445835805474
221,33.120846895796106
222,29.11125992933053
223,54.82858365800389
224,27.864214274759846
225,66.44463393760493
226,60.27201252473283
227,37.55334597525912
228,40.83775791065314
229,38.64614772359023
230,49.2271280723548
231,49.6007713767071
232,35.66133738680624
233,47.89625210907293
234,77.34667887473593
235,62.924239124160934
236,30.866663674114946
237,50.60159509774935
238,68.72955324230357
239,31.84574861640108
240,68.08134309022394
241,71.27549542666061
242,42.036367173994634
243,66.0257217027433
244,70.74783036964477
245,65.58622271719328
246,24.25432644055168
247,44.41618608536869
248,76.74228137145515
249,26.374710077322064
250,67.00497554296813
251,34.52300151605273
252,36.29006108342078
253,47.98696775340473
254,54.326563962724734
255,32.26342445657106
256,51.33413624573264
257,72.48641624734269
258,66.57497601368637
259,34.08573947547525
260,45.92940577558734
261,44.89075043834278
262,28.022227100497233
263,77.67318072582243
264,66.1389238413977
265,26.599950604479503
266,43.91824367971681
267,28.247330493690654
268,63.14793341678565
269,75.19106841802245
270,53.731399993292555
271,76.18445423531053
272,33.222646176367974
273,46.516484435026044
274,27.120739278955128
275,47.86588203427114
276,61.576605706639796
277,33.026070734882936
278,57.961522366593684
279,30.290503659338768
280,62.5658925982611
281,64.05297637409645
282,54.37729113838982
283,53.8253163601225
284,34.22597314157288
285,32.54797620855648
286,30.396075563931348
287,69.5297492777067
288,50.969698246907186
289,35.59824518410137
290,48.3917004060972
291,39.10765799342012
292,58.352720078494215
293,72.52110597504766
294,33.19415230983982
295,69.6194181124633
296,73.34241158503978
297,29.789539475063478
298,37.89142995441621
299,73.37278468731206
300,45.69037183653241
301,76.28320334638234
302,50.50700715960234
303,35.78763780858249
304,58.569982089906674
305,29.393673977927804
306,34.8275126497942
307,67.07492876887086
308,51.28677690521404
309,29.33864470376143
310,69.24721368732976
311,55.09911157335269
312,45.951076967260136
313,45.89205067963981
314,64.69794336073797
315,73.4414939951425
316,34.760296882243395
317,35.16563615521996
318,58.223024175084404
319,34.09906709481261
320,28.699546128777413
321,36.86158319468491
322,70.84769293475661
323,62.36606331724438
324,92.84447293148374
325,37.02574252560812
326,71.31018567686665
327,32.10400255037207
328,46.62887177294438
329,29.6499902409018
330,36.68841617338008
331,82.58470607463501
332,22.591212064919503
333,69.53184784069113
334,58.773256366334365
335,67.66946404069718
336,60.76959079869671
337,25.352534060079464
338,33.612623710145684
339,43.796253437321596
340,70.9791389543429
341,75.19039088320683
342,71.58255024454088
343,67.14493194360371
344,33.78101626395478
345,34.20326432175757
346,38.44983268184701
347,35.979311875013494
348,39.77742162016189
349,23.396241164084543
350,47.21832960560501
351,32.99644868626588
352,54.47399435177472
353,24.89420110542092
354,23.02776533012043
355,30.54205371697431
356,25.726748594516224
357,29.396482409382273
358,31.967353240401692
359,70.52231206359689
360,31.688226886708847
361,27.973459323770342
362,34.37374173632675
363,65.07632704034445
364,52.67276471084047
365,48.432556966425594
366,52.71601728142237
367,30.50069081460647
368,61.03920470022827
369,58.85121579051015
370,35.41161656521258
371,26.208657907733553
372,33.25897307876262
373,72.13138626768018
374,53.23770899731285
375,35.00771116021902
376,26.72733260706123
377,62.90510593056793
378,53.34365103395517
379,65.40831892281535
380,33.83387589995296
381,30.196341047635045
382,64.4662829587764
383,69.97685624768606
384,40.913929590799356
385,60.72146177670261
386,28.702178209485695
387,36.81440583662011
388,55.84610389911218
389,30.029155435838632
390,69.97695682994204
391,66.64981252987168
392,67.18456712377015
393,38.768264740898715
394,78.02507132566502
395,69.3424937358836
396,32.930642194409714
397,23.89262090157395
398,63.12744238037381
399,32.66885167603728
400,47.14160354246674
401,68.54455455895045
402,29.250738283550575
403,66.363944136498
404,69.70897313244173
405,53.73798512994513
406,32.06049189642768
407,62.51927065886089
408,44.609553707243734
409,32.16143224243247
410,36.15579927547738
411,38.71124287425887
412,36.41311468875979
413,38.576092283056326
414,60.19450633867059
415,48.66463286495896
416,41.00614365270708
417,37.49747593381149
418,29.675103305042697
419,40.672475232499394
420,24.95366156094356
421,41.551417634651855
422,33.380789122824766
423,56.81611819222276
424,25.975677318694764
425,48.99412893811173
426,31.153999989018715
427,32.81888813818337
428,52.77413365551588
429,31.658009110461265
430,60.290842867984296
431,30.925942561374953
432,70.16281232726438
433,62.143414734706724
434,70.31246646815676
435,56.068900919107776
436,27.486499246832366
437,72.34917431076288
438,42.38396010057154
439,47.998740192870585
440,71.24985879748824
441,29.457854442622605
442,69.44212820877551
443,68.44235639008225
444,66.10730335158992
445,69.09904628592308
446,69.94121561445759
447,53.757389914153876
448,58.72326278181977
449,73.73443823070961
450,65.89124790551837
451,75.19136012970235
452,28.17678800459221
453,57.672389769770646
454,55.82911729031589
455,50.35238969534517
456,46.28452733387208
457,52.391299991967074
458,39.00318653464315
459,55.71930494340309
460,34.86645547331723
461,38.49330137463808
462,30.538383626474072
463,48.97517966873825
464,24.42506264115623
465,51.49831921302071
466,27.592563258346175
467,62.84788296693701
468,37.57899562130156
469,72.87348027169215
470,60.23532328909319
471,68.22604676343731
472,34.73774029141755
473,34.367670280826545
474,29.57238706134781
475,71.83891602604531
476,26.23445948138074
477,72.6601126534119
478,29.751521997294233
479,56.84973802382997
480,57.60090950555282
481,40.13915570783725
482,69.5624562149937
483,39.07602440505839
484,36.82069050548712
485,64.09395669482588
486,68.57931869106365
487,31.46159908878731
488,74.26055069295803
489,27.692460172901022
490,69.20575152525676
491,36.644845926527026
492,67.71563449335049
493,29.223411928269755
494,69.40426883928781
495,35.20208185290217
496,78.73237060076322
497,71.37587115985339
498,37.27721070609955
499,30.186560145423257
500,59.13990953348225
501,43.78605563661263
502,73.26282533580202
503,28.383390220206323
504,44.814363163092324
505,53.53717696630743
506,42.238406302425986
507,69.18903697743777
508,30.50416698413433
509,83.75658829925347
510,41.171246159740306
511,60.79103526575314
512,29.565093494042642
513,83.63028526197418
514,63.51411700285503
515,40.82533402379018
516,43.84967960991021
517,50.26224631318878
518,41.11120036409234
519,46.8044960112788
520,68.05109668407063
521,69.93234981476094
522,70.35564553759873
523,28.435630186566826
524,36.46121055487079
525,67.30333821841164
526,40.00261596309288
527,55.43128230443513
528,23.602594788292166
529,38.53369286789207
530,30.108082507842894
531,26.43569559014982
532,41.265636464439424
533,57.794886876662034
534,53.34164375165058
535,32.095956416324455
536,55.65911550734059
537,77.56421634392287
538,68.51703319237681
539,74.41534717569125
540,65.60226357660254
541,36.7152754143212
542,77.5718901467521
543,44.54189996207829
544,63.59760972192858
545,74.9930758322193
546,73.9667541727435
547,66.25925737938492
548,60.913083355892425
549,51.4422406834678
550,41.96710051992382
551,30.79384086933392
552,54.25068107074226
553,31.11454208095934
554,75.68502364423007
555,45.94555419334888
556,36.67654852204983
557,32.9681613156467
558,67.71983425874028
559,41.80444338698403
560,34.04118796898224
561,67.97138588970525
562,72.32394728718323
563,68.1264671514477
